11060	50000
11060	20000
11060	10000
11060	10000
11060	4000
11060	20000
11060	4000
11060	4000
11060	50000
11060	50000
11060	50000
11060	10000
11060	10000
11060	50000
11060	20000
11060	20000
11060	20000
11060	50000
11060	50000
11060	20000
11060	20000
11060	2000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	4000
11060	4000
11060	4000
11060	4000
11060	10000
11060	10000
11060	20000
11060	20000
11060	50000
11060	10000
11060	50000
11060	20000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	20000
11060	50000
11060	10000
11060	10000
11060	10000
11060	20000
11060	4000
11060	20000
11060	10000
11060	20000
11060	4000
11060	4000
11060	10000
11060	50000
11060	50000
11060	20000
11060	1000
11060	50000
11060	50000
11060	4000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	20000
11060	2000
11060	4000
11060	1000
11060	4000
11060	10000
11060	50000
11060	50000
11060	50000
11060	4000
11060	50000
11060	2000
11060	10000
11060	10000
11060	4000
11060	10000
11060	4000
11060	4000
11060	4000
11060	20000
11060	10000
11060	50000
11060	4000
11060	2000
11060	4000
11060	10000
11060	50000
11060	4000
11060	4000
11060	10000
11060	10000
11060	10000
11060	20000
11060	20000
11060	10000
11060	20000
11060	20000
11060	20000
11060	50000
11060	50000
11060	20000
11060	20000
11060	10000
11060	20000
11060	50000
11060	20000
11060	20000
11060	10000
11060	2000
11060	10000
11060	500
11060	20000
11060	10000
11060	1000
11060	20000
11060	50000
11060	200
11060	1000
11060	50000
11060	50000
11060	2000
11060	50000
11060	20000
11060	50000
11060	50000
11060	1000
11060	10000
11060	4000
11060	50000
11060	50000
11060	4000
11060	20000
11060	50000
11060	4000
11060	20000
11060	20000
11060	50000
11060	20000
11060	50000
11060	50000
11060	50000
11060	20000
11060	10000
11060	20000
11060	10000
11060	4000
11060	4000
11060	50000
11060	50000
11060	4000
11060	4000
11060	4000
11060	4000
11060	4000
11060	4000
11060	4000
11060	4000
11060	20000
11060	50000
11060	20000
11060	10000
11060	10000
11060	10000
11060	4000
11060	10000
11060	4000
11060	4000
11060	10000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	10000
11060	2000
11060	10000
11060	50000
11060	20000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	20000
11060	50000
11060	500
11060	50000
11060	10000
11060	20000
11060	20000
11060	10000
11060	10000
11060	10000
11060	20000
11060	10000
11060	50000
11060	4000
11060	10000
11060	4000
11060	50000
11060	50000
11060	20000
11060	10000
11060	10000
11060	20000
11060	10000
11060	10000
11060	10000
11060	10000
11060	4000
11060	20000
11060	50000
11060	50000
11060	10000
11060	10000
11060	4000
11060	20000
11060	20000
11060	20000
11060	20000
11060	20000
11060	4000
11060	4000
11060	4000
11060	20000
11060	2000
11060	20000
11060	10000
11060	20000
11060	10000
11060	10000
11060	4000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	50000
11060	4000
11060	10000
11060	20000
11060	50000
11060	50000
11060	4000
11060	4000
11060	10000
11060	10000
11060	20000
11060	4000
11060	50000
11060	10000
11060	20000
11060	20000
11060	4000
11060	50000
11060	4000
11060	4000
11060	4000
11060	10000
11060	2000
11060	4000
11060	4000
11060	500
11060	20000
11060	10000
11060	20000
11060	4000
11060	4000
11060	1000
11060	4000
11060	4000
11060	10000
11060	4000
11060	4000
11060	4000
11060	10000
11060	20000
11060	10000
11060	20000
11060	50000
11060	10000
11060	4000
11060	10000
11060	10000
11060	50000
11060	20000
11060	4000
11060	20000
11060	4000
11060	4000
12620	20000
12620	20000
12620	20000
12620	10000
12620	20000
12620	2000
12620	20000
12620	200
12620	20000
12620	50000
12620	50000
12620	50000
12620	1000
12620	50000
12620	50000
12620	20000
12620	20000
12620	20000
12620	20000
12620	500
12620	20000
12620	0
12620	50000
12620	50000
12620	50000
12620	20000
12620	20000
12620	20000
12620	10000
12620	10000
12620	20000
12620	10000
12620	1000
12620	20000
12620	20000
12620	50000
12620	50000
12620	50000
12620	1000
12620	10000
12620	4000
12620	50000
12620	20000
12620	20000
12620	4000
12620	10000
12620	20000
12620	10000
12620	10000
12620	10000
12620	20000
12620	4000
12620	10000
12620	20000
12620	10000
12620	20000
12620	50000
12620	20000
12620	50000
12620	10000
12620	4000
12620	50000
12620	10000
12620	50000
12620	50000
12620	50000
12620	10000
12620	50000
12620	20000
12620	4000
12620	10000
12620	20000
12620	50000
12620	50000
12620	50000
12620	50000
12620	50000
12620	50000
12620	20000
12620	4000
12620	20000
12620	20000
12620	50000
12620	10000
12620	10000
12620	50000
12620	4000
12620	20000
12620	1000
12620	50000
12620	50000
12620	50000
12620	50000
12620	50000
12620	50000
12620	50000
12620	0
12620	20000
12620	2000
12620	200
12620	50000
12620	50000
12620	50000
12620	50000
12620	10000
12620	10000
12620	20000
12620	50000
12620	20000
12620	20000
12620	10000
12620	50000
12620	20000
12620	20000
12620	20000
12620	500
12620	50000
12620	50000
12620	50000
12620	2000
12620	20000
12620	20000
12620	50000
12620	50000
12620	10000
12620	20000
12620	4000
12620	50000
12620	20000
12620	4000
12620	50000
12620	50000
12620	20000
12620	50000
12620	50000
12620	50000
12620	50000
12620	50000
12620	50000
12620	50000
12620	50000
12620	20000
12620	20000
12620	20000
12620	10000
12620	4000
12620	10000
12620	2000
12620	2000
12620	20000
12620	1000
12620	20000
12620	10000
12620	10000
12620	50000
12620	50000
12620	4000
12620	20000
12620	50000
12620	50000
12620	50000
12620	4000
12620	2000
14030	2000
14030	50000
14030	10000
14030	20000
14030	10000
14030	50000
14030	50000
14030	20000
14030	20000
14030	10000
14030	10000
14030	10000
14030	50000
14030	20000
14030	10000
14030	20000
14030	20000
14030	4000
14030	50000
14030	50000
14030	50000
14030	50000
14030	50000
14030	50000
14030	50000
14030	4000
14030	20000
14030	20000
14030	10000
14030	20000
14030	20000
14030	10000
14030	10000
14030	20000
14030	10000
14030	20000
14030	10000
14030	1000
14030	20000
14030	50000
14030	10000
14030	20000
14030	20000
14030	20000
14030	50000
14030	10000
14030	20000
14030	20000
14030	10000
14030	4000
14030	20000
14030	50000
14030	50000
14030	50000
14030	50000
14030	1000
14030	1000
14030	10000
14030	10000
14030	20000
14030	50000
14030	10000
14030	20000
14030	50000
14030	10000
14030	50000
14030	50000
14030	20000
14030	20000
14030	50000
14030	20000
14030	4000
14030	10000
14030	4000
14030	10000
14030	50000
14030	50000
14030	50000
14030	50000
14030	50000
14030	50000
14030	50000
14030	50000
14030	50000
14030	50000
